name,chamber,state,district,sponsored_bills,cosponsored_bills,bioguide_id,Agriculture_and_Food_self_proportion,Crime_and_Law_Enforcement_self_proportion,Culture_and_Recreation_self_proportion,Economy_and_Finance_self_proportion,Education_and_Social_Services_self_proportion,Environment_and_Natural_Resources_self_proportion,Government_Operations_and_Politics_self_proportion,Health_and_Healthcare_self_proportion,Immigration_and_Civil_Rights_self_proportion,National_Security_and_International_Affairs_self_proportion,Science__Technology__and_Communications_self_proportion,Transportation_and_Infrastructure_self_proportion,Agriculture_and_Food_across_all_proportion,Crime_and_Law_Enforcement_across_all_proportion,Culture_and_Recreation_across_all_proportion,Economy_and_Finance_across_all_proportion,Education_and_Social_Services_across_all_proportion,Environment_and_Natural_Resources_across_all_proportion,Government_Operations_and_Politics_across_all_proportion,Health_and_Healthcare_across_all_proportion,Immigration_and_Civil_Rights_across_all_proportion,National_Security_and_International_Affairs_across_all_proportion,Science__Technology__and_Communications_across_all_proportion,Transportation_and_Infrastructure_across_all_proportion,Agriculture_And_Food_state_self_proportion,Crime_And_Law_Enforcement_state_self_proportion,Culture_And_Recreation_state_self_proportion,Economy_And_Finance_state_self_proportion,Education_And_Social_Services_state_self_proportion,Environment_And_Natural_Resources_state_self_proportion,Government_Operations_And_Politics_state_self_proportion,Health_And_Healthcare_state_self_proportion,Immigration_And_Civil_Rights_state_self_proportion,National_Security_And_International_Affairs_state_self_proportion,Science_Technology_And_Communications_state_self_proportion,Transportation_And_Infrastructure_state_self_proportion,Agriculture_And_Food_state_national_proportion,Crime_And_Law_Enforcement_state_national_proportion,Culture_And_Recreation_state_national_proportion,Economy_And_Finance_state_national_proportion,Education_And_Social_Services_state_national_proportion,Environment_And_Natural_Resources_state_national_proportion,Government_Operations_And_Politics_state_national_proportion,Health_And_Healthcare_state_national_proportion,Immigration_And_Civil_Rights_state_national_proportion,National_Security_And_International_Affairs_state_national_proportion,Science_Technology_And_Communications_state_national_proportion,Transportation_And_Infrastructure_state_national_proportion
"Lynch, Stephen F.",House of Representatives,Massachusetts,8.0,240,4025,L000562,0.031512605042016806,0.06302521008403361,0.044117647058823525,0.1526610644257703,0.17016806722689073,0.08333333333333333,0.13375350140056022,0.18277310924369747,0.018907563025210083,0.08823529411764705,0.006302521008403361,0.025210084033613443,0.001231594504351634,0.001946198425741718,0.004418262150220913,0.002182925119660345,0.004347359381708888,0.001963339987790995,0.0028927998061369763,0.002687092689254718,0.0005902542465513849,0.001075516632096489,0.0005972130059721301,0.001694915254237288,0.0584144645340751,0.1015299026425591,0.2322670375521557,0.1098748261474269,0.0598052851182197,0.0417246175243393,0.1376912378303199,0.0417246175243393,0.0445062586926286,0.0222531293463143,0.015299026425591,0.1349095966620306,0.0263653483992467,0.0235635894125242,0.0174832495812395,0.0329303876615256,0.0244874715261959,0.0155440414507772,0.0118790496760259,0.0234192037470726,0.0165631469979296,0.019680196801968,0.0143603133159268,0.0322259136212624
"Collins, Mike",House of Representatives,Georgia,10.0,14,161,C001129,0.011904761904761904,0.15079365079365079,0.0,0.10978835978835978,0.03571428571428571,0.11243386243386243,0.20238095238095236,0.023809523809523808,0.08597883597883597,0.14285714285714285,0.08862433862433862,0.03571428571428571,0.0002463189008703268,0.002465184672606176,0.0,0.000831113692347746,0.00048303993130098755,0.0014023857055649963,0.002317268954654227,0.00018531673718998054,0.001420982445401482,0.0009218713989398478,0.00444591904445919,0.0012711864406779662,0.0213618157543391,0.1161548731642189,0.1188251001335113,0.0600801068090787,0.0627503337783711,0.0667556742323097,0.3831775700934579,0.0320427236315086,0.0440587449933244,0.0213618157543391,0.0173564753004005,0.0560747663551401,0.010043942247332,0.0280826339573918,0.0093174204355108,0.0187578157565652,0.0267653758542141,0.0259067357512953,0.0344372450203983,0.018735362997658,0.0170807453416149,0.019680196801968,0.0169712793733681,0.013953488372093
"Tokuda, Jill N.",House of Representatives,Hawaii,2.0,34,1038,T000487,0.18598382749326145,0.046802254349424165,0.019848076451850036,0.10634648370497427,0.12839990198480764,0.06714040676304828,0.04949767213918157,0.1685861308502818,0.06101445724087234,0.11345258515069837,0.01543739279588336,0.03749081107571674,0.020772893973397558,0.00413026554796298,0.005680622764569745,0.0043458234033605025,0.00937455274080435,0.004520631568527165,0.003059400842092509,0.007083217510372589,0.0054434558293072165,0.003952096830640274,0.00418049104180491,0.007203389830508475,0.0874831763122476,0.0672947510094212,0.2987886944818304,0.1157469717362045,0.0201884253028263,0.053835800807537,0.0847913862718708,0.0336473755047106,0.0228802153432032,0.0201884253028263,0.0269179004037685,0.1682368775235531,0.0408035153797865,0.0161394448030987,0.0232412060301507,0.0358482701125469,0.0085421412300683,0.0207253886010362,0.0075593952483801,0.0195160031225605,0.0087991718426501,0.018450184501845,0.0261096605744125,0.0415282392026578
"Fulcher, Russ",House of Representatives,Idaho,1.0,33,455,F000469,0.04606060606060606,0.03515151515151515,0.0,0.12484848484848486,0.03272727272727273,0.44606060606060605,0.04363636363636364,0.04606060606060606,0.07636363636363636,0.05696969696969697,0.08121212121212121,0.01090909090909091,0.0010400131370080464,0.0006271083816278869,0.0,0.0010313820519496125,0.00048303993130098755,0.006071505172328454,0.0005452397540362887,0.00039122422295662557,0.001377259908619898,0.0004011847754645634,0.00444591904445919,0.000423728813559322,0.0244215938303341,0.0874035989717223,0.1838046272493573,0.0424164524421593,0.0732647814910025,0.0347043701799485,0.2879177377892031,0.0822622107969151,0.1079691516709511,0.0295629820051413,0.0218508997429305,0.0244215938303341,0.0119271814187068,0.0219496449322143,0.0149706867671691,0.0137557315548145,0.0324601366742596,0.0139896373056994,0.0268778497720182,0.0499609679937548,0.0434782608695652,0.028290282902829,0.0221932114882506,0.0063122923588039
"Jackson, Jonathan L.",House of Representatives,Illinois,1.0,7,523,J000309,0.11336254107338445,0.07502738225629793,0.01095290251916758,0.14786418400876233,0.12322015334063527,0.03450164293537788,0.04928806133625411,0.16265060240963855,0.0651697699890471,0.1538882803943045,0.029572836801752468,0.03450164293537788,0.005665334720017515,0.0029625464925179487,0.0014026229048320358,0.0027036228546251976,0.004025332760841563,0.001039415287654056,0.0013630993850907217,0.003057726163634679,0.002601490938504252,0.0023985728065009006,0.0035832780358327804,0.0029661016949152543,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Ramirez, Delia C.",House of Representatives,Illinois,3.0,14,559,R000617,0.01060695344725987,0.11667648791985856,0.03299941072480848,0.1962286387743076,0.13906894519740717,0.06894519740718916,0.10606953447259869,0.07424867413081908,0.1190335886859163,0.12021213906894518,0.015910430170889805,0.0,0.0004926378017406536,0.00428163653663178,0.0039273441335297005,0.0033344681873710776,0.004222126806927151,0.0019303426770718188,0.0027261987701814434,0.0012972171603298638,0.0044159762149399906,0.0017413126424419346,0.0017916390179163902,0.0,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Klobuchar, Amy",Senate,Minnesota,NaN,1256,4973,K000367,0.06333676622039135,0.10556127703398557,0.023686920700308957,0.1297631307929969,0.07672502574665294,0.027806385169927908,0.1853759011328527,0.1593717816683831,0.06925849639546859,0.08367662203913491,0.06101956745623069,0.014418125643666322,0.0283116584186903,0.03273714468221015,0.021271676300578034,0.018069049582332485,0.018933858567888682,0.005346534653465347,0.035086009453730325,0.024441285635315488,0.017063114494132572,0.0091443684758448,0.04110301768990635,0.01222707423580786,0.04251968503937,0.0440944881889763,0.3118110236220472,0.0456692913385826,0.0299212598425196,0.0645669291338582,0.3023622047244094,0.0094488188976377,0.0283464566929133,0.0251968503937007,0.0299212598425196,0.0661417322834645,0.0169491525423728,0.0090380890897353,0.0207286432160804,0.0120883701542309,0.0108200455580865,0.0212435233160621,0.0230381569474442,0.0046838407494145,0.0093167701863354,0.019680196801968,0.0248041775456919,0.013953488372093
"Lee, Mike",Senate,Utah,NaN,1860,1556,L000577,0.008302583025830259,0.06319188191881919,0.008302583025830259,0.14944649446494462,0.0544280442804428,0.17942804428044282,0.16374538745387454,0.0507380073800738,0.033210332103321034,0.1609778597785978,0.0544280442804428,0.07380073800738007,0.0020715847623431925,0.010938997125519004,0.0041618497109826595,0.01161581758864231,0.0074972997013787405,0.01925742574257426,0.01729935188343648,0.0043433625523177765,0.004567078972407232,0.009819644917137955,0.02046479361775928,0.034934497816593885,0.0269886363636363,0.1150568181818181,0.3011363636363636,0.0539772727272727,0.0397727272727272,0.0383522727272727,0.2059659090909091,0.015625,0.0482954545454545,0.03125,0.0170454545454545,0.1065340909090909,0.0119271814187068,0.02614590058102,0.0221943048576214,0.0158399333055439,0.0159453302961275,0.0139896373056994,0.017398608111351,0.0085870413739266,0.0175983436853002,0.027060270602706,0.0156657963446475,0.0249169435215946
"Lankford, James",Senate,Oklahoma,NaN,557,2061,L000575,0.02243436754176611,0.038663484486873505,0.018138424821002384,0.12124105011933176,0.0782816229116945,0.11026252983293557,0.18806682577565637,0.11646778042959427,0.10596658711217183,0.16181384248210026,0.02577565632458234,0.01288782816229117,0.005409137990562781,0.006467582242095177,0.008786127167630057,0.009106227368873912,0.010419975856153502,0.011435643564356437,0.01919984406218021,0.009634367843323067,0.014081826831588963,0.009538279733265808,0.009365244536940686,0.0058951965065502186,0.0232858990944372,0.0724450194049159,0.1811125485122897,0.0530401034928848,0.1914618369987063,0.0401034928848641,0.2367399741267787,0.0297542043984476,0.0827943078913324,0.019404915912031,0.0232858990944372,0.0465717981888745,0.0112994350282485,0.0180761781794706,0.0146566164154103,0.0170904543559816,0.0842824601366742,0.0160621761658031,0.0219582433405327,0.0179547228727556,0.0331262939958592,0.018450184501845,0.0234986945169712,0.0119601328903654
"Lummis, Cynthia M.",Senate,Wyoming,NaN,183,1894,L000571,0.051993942453306415,0.037354871277132766,0.022715800100959114,0.182231196365472,0.049974760222110046,0.2645128722867239,0.093891973750631,0.03180212014134275,0.059061080262493695,0.10903584048460374,0.04543160020191823,0.051993942453306415,0.011854068362297158,0.005908655381667199,0.010404624277456647,0.01294231527623418,0.006290107376580469,0.02594059405940594,0.009063885775547002,0.0024875621890547263,0.0074215033301617515,0.00607748797163839,0.015608740894901144,0.022489082969432316,0.0239099859353023,0.0689170182841068,0.4388185654008439,0.0295358649789029,0.0281293952180028,0.0872011251758087,0.1251758087201125,0.040787623066104,0.0478199718706047,0.0126582278481012,0.0168776371308016,0.080168776371308,0.0106716886377903,0.0158166559070368,0.0326633165829145,0.0087536473530637,0.0113895216400911,0.0321243523316062,0.0106791456683465,0.0226385636221701,0.0175983436853002,0.011070110701107,0.0156657963446475,0.0189368770764119
"Keating, William R.",House of Representatives,Massachusetts,9.0,148,2571,K000375,0.019410496046010067,0.04529115744069015,0.027318475916606758,0.07117181883537024,0.07117181883537024,0.04529115744069015,0.04529115744069015,0.09705248023005032,0.03235082674335011,0.5327102803738317,0.0,0.012940330697340043,0.0007389567026109804,0.0013623388980192027,0.002664983519180868,0.0009913283800292393,0.0017711464147702877,0.001039415287654056,0.0009541695695635052,0.001389875528924854,0.0009837570775856415,0.006325062098281733,0.0,0.000847457627118644,0.0584144645340751,0.1015299026425591,0.2322670375521557,0.1098748261474269,0.0598052851182197,0.0417246175243393,0.1376912378303199,0.0417246175243393,0.0445062586926286,0.0222531293463143,0.015299026425591,0.1349095966620306,0.0263653483992467,0.0235635894125242,0.0174832495812395,0.0329303876615256,0.0244874715261959,0.0155440414507772,0.0118790496760259,0.0234192037470726,0.0165631469979296,0.019680196801968,0.0143603133159268,0.0322259136212624
"Huizenga, Bill",House of Representatives,Michigan,4.0,141,1517,H001058,0.008678881388621022,0.026036644165863067,0.0,0.3674059787849566,0.036644165863066534,0.04532304725168756,0.09064609450337512,0.052073288331726135,0.017357762777242044,0.32786885245901637,0.0,0.027965284474445514,0.0002463189008703268,0.0005838595277225155,0.0,0.003815112250415557,0.000679833977386575,0.0007754368019006451,0.0014236815799836427,0.0005559502115699416,0.0003935028310342566,0.0029021877374032245,0.0,0.0013653483992467042,0.0254237288135593,0.0903954802259887,0.2429378531073446,0.0677966101694915,0.0367231638418079,0.0494350282485875,0.3206214689265537,0.0225988700564971,0.0282485875706214,0.0296610169491525,0.0084745762711864,0.077683615819209,0.0112994350282485,0.0206584893479664,0.0180067001675041,0.0200083368070029,0.0148063781321184,0.0181347150259067,0.027237820974322,0.0124902419984387,0.010351966873706,0.025830258302583,0.0078328981723237,0.0182724252491694
"Lujan, Ben Ray",Senate,New Mexico,NaN,340,2743,L000570,0.11422743498215196,0.02753697093319735,0.02855685874553799,0.12136664966853647,0.10861805201427843,0.11065782763895973,0.05048444671086181,0.1483936766955635,0.08465068842427334,0.06833248342682305,0.10402855685874553,0.03314635390107088,0.025779721486937506,0.004311721494730118,0.012947976878612715,0.008532606747212563,0.0135332613253701,0.010742574257425743,0.00482432629988792,0.011490168206586118,0.01052965429749445,0.003770293463886779,0.03537981269510926,0.014192139737991267,0.0918367346938775,0.0510204081632653,0.5087463556851312,0.0218658892128279,0.0218658892128279,0.0743440233236151,0.0743440233236151,0.0262390670553935,0.0393586005830903,0.0247813411078717,0.0174927113702623,0.0481049562682215,0.03954802259887,0.0112976113621691,0.036536850921273,0.0062526052521884,0.0085421412300683,0.0264248704663212,0.0061195104391648,0.0140515222482435,0.0139751552795031,0.020910209102091,0.0156657963446475,0.0109634551495016
"Hickenlooper, John W.",Senate,Colorado,NaN,118,640,H000273,0.036692223439211386,0.01971522453450164,0.01478641840087623,0.15826944140197152,0.0651697699890471,0.2667031763417305,0.01971522453450164,0.08598028477546549,0.09474260679079956,0.10843373493975902,0.104052573932092,0.025739320920043808,0.007710898837610772,0.002874480996486745,0.006242774566473989,0.010361022478758112,0.007560836139526018,0.02410891089108911,0.0017543004726865163,0.006199162915580827,0.010973675864256264,0.005571030640668524,0.03295178633368019,0.010262008733624454,0.0322108345534407,0.0761346998535871,0.4816983894582723,0.0527086383601757,0.0204978038067349,0.0732064421669106,0.1068814055636896,0.0190336749633967,0.0366032210834553,0.0117130307467057,0.0190336749633967,0.0702781844802342,0.0138104205900816,0.0167850225952227,0.0344430485762144,0.0150062526052521,0.0079726651480637,0.0259067357512953,0.0087592992560595,0.0101483216237314,0.0129399585921325,0.009840098400984,0.0169712793733681,0.0159468438538205
"Walberg, Tim",House of Representatives,Michigan,5.0,199,2009,W000798,0.015859030837004406,0.05110132158590308,0.0,0.24845814977973568,0.08105726872246695,0.1656387665198238,0.07665198237885462,0.07488986784140969,0.055506607929515416,0.08898678414096917,0.10837004405286345,0.033480176211453744,0.0004926378017406536,0.0012542167632557737,0.0,0.0028237838703863176,0.00164591383998855,0.0031017472076025803,0.001317662738921031,0.0008751068145082414,0.001377259908619898,0.0008621204749344873,0.008161911081619112,0.0017890772128060263,0.0254237288135593,0.0903954802259887,0.2429378531073446,0.0677966101694915,0.0367231638418079,0.0494350282485875,0.3206214689265537,0.0225988700564971,0.0282485875706214,0.0296610169491525,0.0084745762711864,0.077683615819209,0.0112994350282485,0.0206584893479664,0.0180067001675041,0.0200083368070029,0.0148063781321184,0.0181347150259067,0.027237820974322,0.0124902419984387,0.010351966873706,0.025830258302583,0.0078328981723237,0.0182724252491694
"Slotkin, Elissa",House of Representatives,Michigan,7.0,161,1271,S001208,0.11819681143485432,0.09840571742715777,0.009895547003848268,0.05552501374381528,0.05057724024189114,0.07531610775151182,0.054425508521165476,0.09620670698185817,0.07861462341946124,0.3320505772402419,0.020890599230346342,0.009895547003848268,0.005884284854124473,0.0038707724245307497,0.0012623606143488324,0.0010113552159894258,0.00164591383998855,0.0022603157842635826,0.001499409323599794,0.001801690500458144,0.003126161379883261,0.005155651157033964,0.00252156602521566,0.000847457627118644,0.0254237288135593,0.0903954802259887,0.2429378531073446,0.0677966101694915,0.0367231638418079,0.0494350282485875,0.3206214689265537,0.0225988700564971,0.0282485875706214,0.0296610169491525,0.0084745762711864,0.077683615819209,0.0112994350282485,0.0206584893479664,0.0180067001675041,0.0200083368070029,0.0148063781321184,0.0181347150259067,0.027237820974322,0.0124902419984387,0.010351966873706,0.025830258302583,0.0078328981723237,0.0182724252491694
"Kaine, Tim",Senate,Virginia,NaN,375,2362,K000384,0.02105263157894737,0.039376218323586745,0.02105263157894737,0.1446393762183236,0.11539961013645225,0.04093567251461988,0.08226120857699806,0.11695906432748537,0.0736842105263158,0.3376218323586745,0.0035087719298245615,0.0035087719298245615,0.006214754287029578,0.008064516129032258,0.012485549132947978,0.013300828164772523,0.01880678569159413,0.005198019801980198,0.010282149992690415,0.011845534233593935,0.011988582302568983,0.02436622492332799,0.0015608740894901144,0.001965065502183406,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Johnson, Ron",Senate,Wisconsin,NaN,565,1272,J000293,0.06430155210643015,0.019955654101995565,0.0,0.09977827050997783,0.09977827050997783,0.019955654101995565,0.2638580931263858,0.1286031042128603,0.1197339246119734,0.10421286031042129,0.019955654101995565,0.0598669623059867,0.003337553228219588,0.0007186202491216863,0.0,0.0016133079984225432,0.0028591397166274858,0.00044554455445544556,0.005798937673602652,0.0022901366184948273,0.0034253092293054237,0.0013224163641990941,0.0015608740894901144,0.0058951965065502186,0.0426742532005689,0.0426742532005689,0.139402560455192,0.0725462304409672,0.038406827880512,0.0184921763869132,0.4935988620199146,0.0227596017069701,0.038406827880512,0.0355618776671408,0.0170697012802275,0.038406827880512,0.0188323917137476,0.0096836668818592,0.0102596314907872,0.0212588578574406,0.015375854214123,0.0067357512953367,0.0416366690664746,0.0124902419984387,0.0139751552795031,0.030750307503075,0.0156657963446475,0.008970099667774
"Hirono, Mazie K.",Senate,Hawaii,NaN,593,4525,H001042,0.019421323820848196,0.09710661910424098,0.011494252873563218,0.15893777249306382,0.10305192231470471,0.033690051525961155,0.1070154577883472,0.13317479191438764,0.1652794292508918,0.1272294887039239,0.02933016250495442,0.014268727705112961,0.005639314075267581,0.01956244011497924,0.0067052023121387284,0.014376366830387552,0.01651947391829214,0.004207920792079208,0.013157253545148873,0.013266998341625208,0.026450999048525214,0.00903182240229594,0.012833853624696497,0.007860262008733625,0.0874831763122476,0.0672947510094212,0.2987886944818304,0.1157469717362045,0.0201884253028263,0.053835800807537,0.0847913862718708,0.0336473755047106,0.0228802153432032,0.0201884253028263,0.0269179004037685,0.1682368775235531,0.0408035153797865,0.0161394448030987,0.0232412060301507,0.0358482701125469,0.0085421412300683,0.0207253886010362,0.0075593952483801,0.0195160031225605,0.0087991718426501,0.018450184501845,0.0261096605744125,0.0415282392026578
"Heinrich, Martin",Senate,New Mexico,NaN,426,2858,H001046,0.08947368421052632,0.028421052631578948,0.014210526315789474,0.14157894736842105,0.08368421052631579,0.21684210526315792,0.018947368421052633,0.1631578947368421,0.11473684210526316,0.07105263157894737,0.04842105263157894,0.009473684210526316,0.01956496719990793,0.004311721494730118,0.006242774566473989,0.009643996701681425,0.010102293665417116,0.020396039603960397,0.0017543004726865163,0.012240385374713733,0.013828100222010784,0.0037984299822739933,0.015955601803676722,0.003930131004366812,0.0918367346938775,0.0510204081632653,0.5087463556851312,0.0218658892128279,0.0218658892128279,0.0743440233236151,0.0743440233236151,0.0262390670553935,0.0393586005830903,0.0247813411078717,0.0174927113702623,0.0481049562682215,0.03954802259887,0.0112976113621691,0.036536850921273,0.0062526052521884,0.0085421412300683,0.0264248704663212,0.0061195104391648,0.0140515222482435,0.0139751552795031,0.020910209102091,0.0156657963446475,0.0109634551495016
"Hagerty, Bill",Senate,Tennessee,NaN,281,672,H000601,0.0178335535006605,0.06076618229854689,0.011889035667107,0.23910171730515192,0.04293262879788639,0.035667107001321,0.12153236459709378,0.035667107001321,0.0977542932628798,0.3071334214002642,0.011889035667107,0.0178335535006605,0.003107377143514789,0.0073458958799105705,0.0041618497109826595,0.012978166565088016,0.004129868479573035,0.0026732673267326735,0.008966424638175527,0.0021321961620469087,0.009387884554392642,0.013083481050054866,0.003121748178980229,0.0058951965065502186,0.036,0.136,0.2226666666666666,0.0866666666666666,0.048,0.1053333333333333,0.148,0.0386666666666666,0.0373333333333333,0.0133333333333333,0.0373333333333333,0.0906666666666666,0.0169491525423728,0.0329244673983215,0.0174832495812395,0.0270946227594831,0.020501138952164,0.0409326424870466,0.0133189344852411,0.0226385636221701,0.0144927536231884,0.01230012300123,0.0365535248041775,0.0225913621262458
"Hawley, Josh",Senate,Missouri,NaN,256,789,H001089,0.019708029197080295,0.1802919708029197,0.02773722627737226,0.032846715328467155,0.1,0.06204379562043796,0.2029197080291971,0.06715328467153284,0.08832116788321168,0.17664233576642335,0.029197080291970802,0.013138686131386862,0.003107377143514789,0.019722133503672946,0.008786127167630057,0.0016133079984225432,0.008704492026177013,0.004207920792079208,0.013547098094634766,0.00363263049830214,0.00767522993973993,0.006809037449705973,0.006937218175511619,0.003930131004366812,0.0246478873239436,0.0809859154929577,0.0997652582159624,0.0481220657276995,0.0446009389671361,0.0140845070422535,0.431924882629108,0.0645539906103286,0.1338028169014084,0.0211267605633802,0.0129107981220657,0.0234741784037558,0.0131826741996233,0.0222724338282763,0.0088986599664991,0.0170904543559816,0.0216400911161731,0.0062176165803108,0.0441564674826013,0.0429352068696331,0.0590062111801242,0.022140221402214,0.0143603133159268,0.0066445182724252
"Stevens, Haley M.",House of Representatives,Michigan,11.0,70,1217,S001215,0.0273972602739726,0.07534246575342465,0.00684931506849315,0.14840182648401826,0.1263318112633181,0.0410958904109589,0.0684931506849315,0.1385083713850837,0.04794520547945205,0.15753424657534246,0.1552511415525114,0.00684931506849315,0.0009852756034813071,0.00214081826831589,0.0006311803071744162,0.0019526165061181982,0.0029698010591097754,0.0008909273894177625,0.0013630993850907217,0.0018737581204764698,0.001377259908619898,0.001766920181301375,0.01353682813536828,0.000423728813559322,0.0254237288135593,0.0903954802259887,0.2429378531073446,0.0677966101694915,0.0367231638418079,0.0494350282485875,0.3206214689265537,0.0225988700564971,0.0282485875706214,0.0296610169491525,0.0084745762711864,0.077683615819209,0.0112994350282485,0.0206584893479664,0.0180067001675041,0.0200083368070029,0.0148063781321184,0.0181347150259067,0.027237820974322,0.0124902419984387,0.010351966873706,0.025830258302583,0.0078328981723237,0.0182724252491694
"Tlaib, Rashida",House of Representatives,Michigan,12.0,96,2295,T000481,0.03610315186246418,0.05673352435530086,0.027507163323782235,0.1899713467048711,0.14040114613180515,0.0862464183381089,0.08681948424068768,0.12693409742120346,0.09541547277936964,0.12808022922636103,0.007736389684813754,0.01805157593123209,0.0034484646121845748,0.00428163653663178,0.006732589943193772,0.0066388961208018755,0.008766280234721625,0.004966095263236046,0.004589101263138763,0.004560850809731188,0.007279802374133748,0.0038155232900565924,0.0017916390179163902,0.0029661016949152543,0.0254237288135593,0.0903954802259887,0.2429378531073446,0.0677966101694915,0.0367231638418079,0.0494350282485875,0.3206214689265537,0.0225988700564971,0.0282485875706214,0.0296610169491525,0.0084745762711864,0.077683615819209,0.0112994350282485,0.0206584893479664,0.0180067001675041,0.0200083368070029,0.0148063781321184,0.0181347150259067,0.027237820974322,0.0124902419984387,0.010351966873706,0.025830258302583,0.0078328981723237,0.0182724252491694
"Budzinski, Nikki",House of Representatives,Illinois,13.0,15,472,B001315,0.19606637984019668,0.060848186846957586,0.005531653349723417,0.15611555009219422,0.0565457897971727,0.11186232329440687,0.062077443146896116,0.1272280270436386,0.066379840196681,0.10633066994468346,0.028887523048555623,0.022126613398893668,0.008730636597514916,0.00214081826831589,0.0006311803071744162,0.0025434081669437046,0.00164591383998855,0.003002755275445051,0.0015297004210462544,0.002131142477684776,0.0023610169862055396,0.0014767014075610526,0.0031187790311877905,0.001694915254237288,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Underwood, Lauren",House of Representatives,Illinois,14.0,93,862,U000040,0.08350100603621731,0.04527162977867203,0.0,0.09456740442655935,0.06539235412474849,0.03621730382293763,0.0744466800804829,0.4768611670020121,0.02716297786720322,0.06740442655935613,0.0,0.029175050301810862,0.0022716076413596803,0.000973099212870859,0.0,0.0009412612901287726,0.0011628739086875625,0.000593951592945175,0.001120770605519038,0.004880007412669488,0.0005902542465513849,0.0005719017011941649,0.0,0.0013653483992467042,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Miller, Mary E.",House of Representatives,Illinois,15.0,50,962,M001211,0.07913043478260869,0.09782608695652174,0.00391304347826087,0.13086956521739132,0.07521739130434783,0.07434782608695653,0.14478260869565218,0.08695652173913043,0.12217391304347827,0.15347826086956523,0.01565217391304348,0.01565217391304348,0.004981115550933274,0.004865496064354295,0.0006311803071744162,0.0030140388120080907,0.0030950336338915127,0.002821270066489581,0.005043467724835671,0.0020590748576664506,0.006143016417812562,0.003013153739127466,0.0023888520238885204,0.001694915254237288,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Sorensen, Eric",House of Representatives,Illinois,17.0,12,329,S001225,0.20837487537387836,0.06281156530408773,0.017946161515453637,0.11864406779661016,0.053838484546360914,0.17647058823529413,0.0917248255234297,0.06281156530408773,0.008973080757726818,0.05782652043868394,0.09571286141575273,0.044865403788634094,0.0057200722535442556,0.0013623388980192027,0.0012623606143488324,0.0011915967396311058,0.0009660798626019751,0.0029202619986471107,0.001393390482537182,0.0006486085801649319,0.0001967514155171283,0.0004950790846158442,0.006370272063702721,0.00211864406779661,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
